,housing_median_age,median_income,median_house_value,ocean_proximity__1h_ocean,ocean_proximity_inland,ocean_proximity_island,ocean_proximity_near_bay,ocean_proximity_near_ocean,bedroom_per_house,total_rooms_per_house,population_per_house,coordinates
71,46.0,0.7286,95200.0,0,0,0,1,0,0.3176470588235294,3.375451263537906,2.101083032490975,-3.2343295424490877
72,49.0,1.75,75000.0,0,0,0,1,0,0.24170616113744076,5.552631578947368,3.6842105263157894,-3.2343295424490877
73,46.0,0.4999,67500.0,0,0,0,1,0,0.3333333333333333,1.7142857142857142,2.5714285714285716,-3.2343295424490877
74,20.0,2.483,137500.0,0,0,0,1,0,0.19281437125748502,6.2781954887218046,2.180451127819549,-3.2343295424490877
75,17.0,0.9241,177500.0,0,0,0,1,0,0.3734842360549717,2.8177676537585423,1.7357630979498861,-3.2340650621528693
76,36.0,2.4464,102100.0,0,0,0,1,0,0.1928620452985587,5.724950884086444,2.4282907662082516,-3.2340650621528693
77,19.0,1.1111,108300.0,0,0,0,1,0,0.20132560066280034,5.830917874396135,3.4830917874396135,-3.2340650621528693
78,23.0,0.8026,112500.0,0,0,0,1,0,0.21432664756446992,5.369230769230769,3.243076923076923,-3.2343295424490877
79,38.0,2.0114,131300.0,0,0,0,1,0,0.2573099415204678,4.412903225806452,2.2193548387096773,-3.234920634920635
80,17.0,1.5,162500.0,0,0,0,1,0,0.31277056277056275,3.1972318339100347,2.1072664359861593,-3.2340650621528693
81,52.0,1.1667,112500.0,0,0,0,1,0,0.26666666666666666,3.75,3.267857142857143,-3.2338005818566513
82,52.0,1.5208,112500.0,0,0,0,1,0,0.2852941176470588,3.9080459770114944,2.2988505747126435,-3.2340650621528693
83,52.0,0.8075,137500.0,0,0,0,1,0,0.42487046632124353,2.490322580645161,2.232258064516129,-3.2340650621528693
84,35.0,1.8088,118800.0,0,0,0,1,0,0.1940928270042194,5.609467455621302,2.7633136094674557,-3.2340650621528693
85,52.0,2.4083,98200.0,0,0,0,1,0,0.18499353169469598,6.721739130434782,3.2782608695652176,-3.2340650621528693
86,40.0,0.977,118800.0,0,0,0,1,0,0.5125,2.3157894736842106,1.5315789473684212,-3.2338005818566513
87,10.0,0.76,162500.0,0,0,0,1,0,0.3977142857142857,2.6515151515151514,1.6545454545454545,-3.2338005818566513
88,10.0,0.9722,137500.0,0,0,0,1,0,0.4,2.6923076923076925,3.2051282051282053,-3.234656084656085
89,52.0,1.2434,500001.0,0,0,0,1,0,0.3132530120481928,2.929411764705882,4.658823529411765,-3.234656084656085
90,16.0,2.0938,162500.0,0,0,0,1,0,0.39436619718309857,2.74585635359116,2.2099447513812156,-3.234656084656085
91,52.0,0.8668,137500.0,0,0,0,1,0,0.4046511627906977,2.4431818181818183,10.272727272727273,-3.234920634920635
92,52.0,0.75,162500.0,0,0,0,1,0,0.3229166666666667,2.823529411764706,5.617647058823529,-3.234920634920635
93,27.0,2.6354,187500.0,0,0,0,1,0,0.3289099526066351,3.493377483443709,2.377483443708609,-3.235512040222281
94,39.0,1.8477,179200.0,0,0,0,1,0,0.363265306122449,3.6723768736616704,2.841541755888651,-3.234656084656085
95,36.0,2.0096,130000.0,0,0,0,1,0,0.4648151623193845,2.294016358157555,1.493327593628928,-3.2343915343915346
96,31.0,2.8345,183800.0,0,0,0,1,0,0.28959965187119235,3.8949152542372882,1.735593220338983,-3.2326811210999473
97,29.0,2.0062,125000.0,0,0,0,1,0,0.3194029850746269,3.681318681318681,2.21978021978022,-3.233536101560434
98,22.0,1.2185,170000.0,0,0,0,1,0,0.3449212384573601,2.9456,1.6192,-3.2326811210999473
99,37.0,2.6104,193100.0,0,0,0,1,0,0.29865125240847784,3.7071428571428573,1.8755102040816327,-3.2326811210999473
100,29.0,2.4912,257800.0,0,0,0,1,0,0.30369415807560135,3.7248,1.8432,-3.2332716212642154
101,28.0,3.2177,273400.0,0,0,0,1,0,0.27609369617636925,3.8784235136940546,1.7120908483633934,-3.2332716212642154
102,39.0,3.125,237500.0,0,0,0,1,0,0.28337236533957844,3.745614035087719,1.706140350877193,-3.2332716212642154
103,52.0,2.5795,350000.0,0,0,0,1,0,0.3252900232018561,3.5154975530179446,1.4600326264274062,-3.2332716212642154
104,34.0,2.8406,335700.0,0,0,0,1,0,0.3260091977516607,3.281721632196758,1.5030743432084963,-3.233536101560434
105,52.0,4.9306,313400.0,0,0,0,1,0,0.14910536779324055,6.184426229508197,2.762295081967213,-3.232152300370174
106,52.0,3.2727,268500.0,0,0,0,1,0,0.23790720631786771,4.442982456140351,1.5548245614035088,-3.2330071409679975
107,52.0,3.1691,259400.0,0,0,0,1,0,0.2616609783845279,4.165876777251185,1.6255924170616114,-3.2332716212642154
108,52.0,3.9,275700.0,0,0,0,1,0,0.21574260270037346,4.848189415041783,2.011142061281337,-3.232152300370174
109,28.0,3.9063,225000.0,0,0,0,1,0,0.25621816002397363,4.160847880299252,1.8952618453865338,-3.2324167107350608
110,52.0,5.0917,262500.0,0,0,0,1,0,0.2029494382022472,5.628458498023716,2.1739130434782608,-3.2324167107350608
111,32.0,2.6429,218500.0,0,0,0,1,0,0.28826463638750327,3.7270058708414875,1.7671232876712328,-3.2324167107350608
112,26.0,3.0233,255000.0,0,0,0,1,0,0.30209648901237685,3.2530813475760065,1.4371405094494658,-3.2324167107350608
113,52.0,3.1484,224100.0,0,0,0,1,0,0.23526936026936027,4.578034682080925,1.8092485549132948,-3.231562252180809
114,35.0,3.4722,243100.0,0,0,0,1,0,0.2653440793552387,3.822274881516588,1.599526066350711,-3.231562252180809
115,52.0,3.1429,231600.0,0,0,0,1,0,0.22439405785770133,4.3951890034364265,1.8350515463917525,-3.231562252180809
116,28.0,2.4234,218500.0,0,0,0,1,0,0.34846674631620866,3.0234798314268514,1.5400361228175798,-3.231562252180809
117,52.0,3.0897,234100.0,0,0,0,1,0,0.2637231503579952,4.040501446480231,1.7222757955641272,-3.231562252180809
118,50.0,5.8596,327600.0,0,0,0,1,0,0.15864811133200796,6.742627345844504,2.6005361930294906,-3.2301797040169133
119,47.0,5.2868,347600.0,0,0,0,1,0,0.14299212598425196,6.546391752577319,2.263917525773196,-3.2301797040169133
120,41.0,5.956,366100.0,0,0,0,1,0,0.15760869565217392,6.851063829787234,2.1117021276595747,-3.231297911710283
121,37.0,4.9643,335000.0,0,0,0,1,0,0.16167664670658682,7.1063829787234045,2.0851063829787235,-3.229590488771466
122,52.0,6.3434,373600.0,0,0,0,1,0,0.1467857142857143,6.947890818858561,2.632754342431762,-3.229326287978864
123,52.0,5.1773,389500.0,0,0,0,1,0,0.16265230943610087,6.358558558558559,2.120720720720721,-3.230443974630021
124,52.0,7.2354,391100.0,0,0,0,1,0,0.139739663093415,7.11716621253406,2.455040871934605,-3.229590488771466
125,28.0,5.457,337300.0,0,0,0,1,0,0.1982220540949499,5.5303347280334725,2.1244769874476988,-3.229062087186261
126,50.0,7.5,295200.0,0,0,0,1,0,0.16115843270868824,6.127348643006263,2.152400835073069,-3.2299154334038054
127,44.0,6.0194,292300.0,0,0,0,1,0,0.174357476635514,5.735343383584589,2.274706867671692,-3.2296511627906974
128,40.0,7.5544,411500.0,0,0,0,1,0,0.13504307753957123,7.631498470948012,2.470948012232416,-3.230504890298705
129,30.0,6.0666,311500.0,0,0,0,1,0,0.15649027589326098,6.446064139941691,2.4606413994169096,-3.2293868921775895
130,34.0,7.0548,325900.0,0,0,0,1,0,0.16129032258064516,6.125,2.2983870967741935,-3.2296511627906974
131,18.0,11.6017,392600.0,0,0,0,1,0,0.12987012987012986,8.335051546391753,2.747422680412371,-3.2291226215644815
132,35.0,7.4882,319300.0,0,0,0,1,0,0.16055846422338568,6.467268623024831,2.419864559819413,-3.2293868921775895
133,34.0,6.8976,333300.0,0,0,0,1,0,0.15557749259624876,6.6122715404699735,2.1240208877284594,-3.230504890298705
134,28.0,8.2049,335200.0,0,0,0,1,0,0.138763197586727,6.978947368421053,2.4368421052631577,-3.2299762093576527
135,26.0,8.401,351200.0,0,0,0,1,0,0.14033983637507866,7.530805687203792,2.5687203791469195,-3.2302405498281788
136,29.0,6.8538,368900.0,0,0,0,1,0,0.15131211613623674,6.657992565055762,2.45724907063197,-3.2299762093576527
137,32.0,8.317,365900.0,0,0,0,1,0,0.1438692098092643,6.977186311787072,2.414448669201521,-3.2308302485457427
138,37.0,7.0175,366700.0,0,0,0,1,0,0.14727420667209112,6.982954545454546,2.3863636363636362,-3.2310946589106293
139,39.0,6.3302,362800.0,0,0,0,1,0,0.14164456233421752,7.54,2.53,-3.2310946589106293
140,30.0,6.3624,483300.0,0,0,0,1,0,0.13013698630136986,5.615384615384615,2.423076923076923,-3.23142025919069
141,52.0,7.0549,331400.0,0,0,0,1,0,0.14021052631578948,6.785714285714286,2.322857142857143,-3.2313590692755154
142,45.0,6.7851,323500.0,0,0,0,1,0,0.14709851551956815,6.957746478873239,2.504694835680751,-3.231949219783126
143,50.0,2.8929,216700.0,0,0,0,1,0,0.21355453582774445,5.132246376811594,2.282608695652174,-3.233068783068783
144,38.0,3.0812,233100.0,0,0,0,1,0,0.23735581188997337,4.628336755646817,1.9527720739219712,-3.233068783068783
145,52.0,5.2402,296400.0,0,0,0,1,0,0.15262778977681785,6.200892857142857,2.2767857142857144,-3.2322137000793436
146,52.0,6.5217,273700.0,0,0,0,1,0,0.16996448503297817,6.39935064935065,2.4837662337662336,-3.232478180375562
147,52.0,3.2632,227700.0,0,0,0,1,0,0.21300961978928082,4.745652173913044,2.4543478260869565,-3.2333333333333334
148,52.0,3.0298,199600.0,0,0,0,1,0,0.20297462817147857,5.183673469387755,2.433106575963719,-3.2333333333333334
149,52.0,4.5428,239800.0,0,0,0,1,0,0.1988239617787578,5.283495145631068,2.3009708737864076,-3.2333333333333334
150,52.0,4.072,270100.0,0,0,0,1,0,0.1674901185770751,5.952941176470588,2.223529411764706,-3.232478180375562
151,52.0,5.3509,302100.0,0,0,0,1,0,0.18206521739130435,5.65067178502879,1.9846449136276392,-3.232478180375562
152,52.0,3.1603,269500.0,0,0,0,1,0,0.23905558288243975,4.429193899782135,1.7145969498910676,-3.233597883597884
153,52.0,4.7708,314700.0,0,0,0,1,0,0.159804605722261,6.727699530516432,2.8732394366197185,-3.23274266067178
154,52.0,8.1564,390100.0,0,0,0,1,0,0.13734198838401093,7.7026315789473685,2.6868421052631577,-3.232478180375562
155,52.0,8.8793,410300.0,0,0,0,1,0,0.126133909287257,8.972868217054264,3.3372093023255816,-3.23274266067178
156,52.0,6.8591,352400.0,0,0,0,1,0,0.12595573440643862,7.599388379204893,2.914373088685015,-3.2330071409679975
157,52.0,6.0302,287300.0,0,0,0,1,0,0.1597315436241611,5.8203125,2.4765625,-3.2330071409679975
158,52.0,7.508,348700.0,0,0,0,1,0,0.1297085998578536,7.994318181818182,2.4943181818181817,-3.23274266067178
159,52.0,2.7477,243800.0,0,0,0,1,0,0.26278069756330624,4.333333333333333,1.9006211180124224,-3.2330071409679975
160,52.0,2.1944,211500.0,0,0,0,1,0,0.1891891891891892,5.074285714285714,2.057142857142857,-3.2338624338624338
161,52.0,3.0149,218400.0,0,0,0,1,0,0.24436990896023,4.276639344262295,2.4528688524590163,-3.234126984126984
162,52.0,3.675,269900.0,0,0,0,1,0,0.19976124154397135,4.851351351351352,2.023166023166023,-3.2330071409679975
163,46.0,3.225,218800.0,0,0,0,1,0,0.2583539603960396,4.326639892904953,1.8380187416331994,-3.2332716212642154
164,42.0,2.9345,225000.0,0,0,0,1,0,0.25849514563106796,4.059113300492611,1.6896551724137931,-3.234126984126984
165,43.0,2.1429,250000.0,0,0,0,1,0,0.3350253807106599,3.2742382271468142,1.8822714681440442,-3.234126984126984
166,41.0,1.6121,171400.0,0,0,0,1,0,0.318830727396329,3.5617433414043584,2.5714285714285716,-3.234126984126984
167,29.0,1.3929,193800.0,0,0,0,1,0,0.3500810372771475,3.1927554980595083,1.7270375161707632,-3.234126984126984
168,27.0,2.3173,125000.0,0,0,0,1,0,0.3014705882352941,3.804195804195804,2.7296037296037294,-3.234718179412543
169,45.0,1.7772,97500.0,0,0,0,1,0,0.2945128779395297,3.882608695652174,3.2065217391304346,-3.234982799682456
170,50.0,2.6458,125000.0,0,0,0,1,0,0.2988871224165342,3.2091836734693877,3.7857142857142856,-3.234982799682456
171,52.0,2.181,138800.0,0,0,0,1,0,0.29200896191187453,3.6887052341597797,2.9917355371900825,-3.234982799682456
172,36.0,2.2303,116700.0,0,0,0,1,0,0.36114421930870083,3.0902394106813995,3.029465930018416,-3.234126984126984
173,43.0,1.6504,151800.0,0,0,0,1,0,0.27602389078498296,3.639751552795031,2.6552795031055902,-3.234126984126984
174,52.0,2.2697,127000.0,0,0,0,1,0,0.2289156626506024,4.368421052631579,3.206140350877193,-3.2338624338624338
175,52.0,2.1563,128600.0,0,0,0,1,0,0.23444374607165305,4.585014409221902,3.2219020172910664,-3.2338624338624338
176,52.0,2.1348,140600.0,0,0,0,1,0,0.2509457755359395,4.7343283582089555,3.002985074626866,-3.2338624338624338
177,47.0,2.6292,182700.0,0,0,0,1,0,0.2873900293255132,3.693140794223827,2.1895306859205776,-3.2338624338624338
178,52.0,2.3833,146900.0,0,0,0,1,0,0.2424496644295302,4.638132295719845,3.0038910505836576,-3.233597883597884
179,52.0,2.957,122800.0,0,0,0,1,0,0.23294509151414308,4.496259351620948,3.29426433915212,-3.2338624338624338
180,49.0,2.5238,169300.0,0,0,0,1,0,0.2639182522903453,4.192023633677991,2.1964549483013296,-3.2338624338624338
181,52.0,1.9375,126600.0,0,0,0,1,0,0.23499361430395913,4.209677419354839,2.6236559139784945,-3.233597883597884
182,51.0,1.9028,127900.0,0,0,0,1,0,0.26037735849056604,4.0561224489795915,2.420918367346939,-3.233597883597884
183,50.0,2.25,123500.0,0,0,0,1,0,0.27491408934707906,4.20722891566265,2.7686746987951807,-3.233597883597884
184,52.0,2.3929,111900.0,0,0,0,1,0,0.2388178913738019,4.4714285714285715,3.0142857142857142,-3.233597883597884
185,43.0,2.1917,112800.0,0,0,0,1,0,0.2253899044105316,4.844029244516653,3.5475223395613322,-3.2344535591426307
186,52.0,2.9357,107900.0,0,0,0,1,0,0.22153673583847447,4.327669902912621,4.026699029126213,-3.2344535591426307
187,30.0,1.8854,137500.0,0,0,0,1,0,0.26426426426426425,3.7984790874524714,3.844106463878327,-3.2344535591426307
188,39.0,2.1638,105500.0,0,0,0,1,0,0.29339686861810754,3.776349614395887,3.763496143958869,-3.234718179412543
189,47.0,2.125,95500.0,0,0,0,1,0,0.2879008746355685,4.528052805280528,4.082508250825082,-3.234718179412543
190,52.0,3.375,116100.0,0,0,0,1,0,0.26706231454005935,4.011904761904762,3.8511904761904763,-3.234718179412543
191,43.0,2.2542,112200.0,0,0,0,1,0,0.23124231242312424,4.554621848739496,3.596638655462185,-3.234718179412543
192,51.0,2.1,75000.0,0,0,0,1,0,0.24571428571428572,3.1818181818181817,4.1454545454545455,-3.234982799682456
193,39.0,1.6,112500.0,0,0,0,1,0,0.279826464208243,3.747967479674797,3.097560975609756,-3.234982799682456
194,52.0,3.625,125000.0,0,0,0,1,0,0.26274944567627495,3.973568281938326,3.7268722466960353,-3.234982799682456
195,20.0,1.6929,115000.0,0,0,0,1,0,0.3282764433206911,3.510355029585799,2.4541420118343193,-3.2343915343915346
196,52.0,1.6471,95000.0,0,0,0,1,0,0.3273657289002558,2.8333333333333335,3.7681159420289854,-3.235901509134233
197,52.0,2.59,96400.0,0,0,0,1,0,0.2647317502198769,4.38996138996139,3.3436293436293436,-3.235901509134233
198,52.0,2.57,72000.0,0,0,0,1,0,0.26788036410923277,4.202185792349726,3.3442622950819674,-3.2361662695260787
199,52.0,2.6429,71300.0,0,0,0,1,0,0.3093220338983051,3.746031746031746,3.2936507936507935,-3.2353096876654313
200,52.0,3.0257,80800.0,0,0,0,1,0,0.2494199535962877,4.046948356807512,4.666666666666667,-3.2353096876654313
201,50.0,1.4886,128800.0,0,0,0,1,0,0.2760416666666667,4.0251572327044025,3.19706498951782,-3.235044997353097
202,43.0,1.9338,112500.0,0,0,0,1,0,0.3323943661971831,3.2420091324200913,3.4383561643835616,-3.2353096876654313
203,52.0,1.4844,119400.0,0,0,0,1,0,0.2616632860040568,3.8666666666666667,3.9529411764705884,-3.2353096876654313
204,44.0,1.6009,118100.0,0,0,0,1,0,0.3525641025641026,3.1158455392809588,3.745672436750999,-3.2353096876654313
205,48.0,2.0375,122500.0,0,0,0,1,0,0.23349056603773585,4.944606413994169,4.317784256559767,-3.2344535591426307
206,49.0,2.293,106300.0,0,0,0,1,0,0.18468085106382978,5.365296803652968,3.922374429223744,-3.2344535591426307
207,37.0,2.1494,132500.0,0,0,0,1,0,0.24498506188647035,4.479923518164436,3.074569789674952,-3.234188938872718
208,30.0,1.6198,122700.0,0,0,0,1,0,0.23770491803278687,4.357142857142857,3.0357142857142856,-3.2344535591426307
209,40.0,1.3281,113300.0,0,0,0,1,0,0.21397849462365592,5.054347826086956,3.0652173913043477,-3.2344535591426307
210,44.0,3.5156,109500.0,0,0,0,1,0,0.21116341627437793,5.466911764705882,3.5330882352941178,-3.234188938872718
211,52.0,3.9048,164700.0,0,0,0,1,0,0.20151869158878505,4.998540145985402,3.318248175182482,-3.234188938872718
212,52.0,3.0893,125000.0,0,0,0,1,0,0.24934383202099739,3.9076923076923076,3.076923076923077,-3.233924318602805
213,46.0,2.6042,124700.0,0,0,0,1,0,0.24302620456466612,4.489563567362429,3.1252371916508537,-3.234188938872718
214,49.0,2.5,136700.0,0,0,0,1,0,0.24644030668127054,4.306603773584905,2.832547169811321,-3.234188938872718
215,38.0,2.7969,141700.0,0,0,0,1,0,0.23319121023286324,4.626707132018209,3.2883156297420335,-3.234188938872718
216,29.0,2.8321,150000.0,0,0,0,1,0,0.22926829268292684,4.823529411764706,2.761764705882353,-3.2336596983328922
217,47.0,2.9583,138800.0,0,0,0,1,0,0.19896305897602073,5.284246575342466,2.941780821917808,-3.233924318602805
218,34.0,2.8365,139200.0,0,0,0,1,0,0.2356175972927242,4.5813953488372094,2.939922480620155,-3.233924318602805
219,35.0,2.875,143800.0,0,0,0,1,0,0.2343839541547278,4.520725388601036,2.961139896373057,-3.233924318602805
220,39.0,3.0682,156500.0,0,0,0,1,0,0.24962556165751373,4.316810344827586,2.3900862068965516,-3.233068783068783
221,39.0,3.0757,151000.0,0,0,0,1,0,0.22150644202180378,4.524663677130045,2.7376681614349776,-3.233068783068783
222,43.0,4.9559,273000.0,0,0,0,1,0,0.1638752052545156,6.6923076923076925,2.4505494505494507,-3.232804232804233
223,52.0,4.7721,217100.0,0,0,0,1,0,0.18939883645765998,5.772388059701493,2.6343283582089554,-3.232804232804233
224,52.0,3.4861,187100.0,0,0,0,1,0,0.2020460358056266,4.984419263456091,2.6671388101983005,-3.233068783068783
225,41.0,5.1184,239600.0,0,0,0,1,0,0.17101449275362318,6.088235294117647,2.364705882352941,-3.232804232804233
